	SC_0	SC_1	SC_2	CE_0	CE_1	CE_2
1.1	-2.4756326948601983	-2.1837422486548466	-3.0102164539900267	-0.6778743995413848	-0.9359942112517712	-0.9807312492727632
2.7689655172413796	-2.475629444198418	-2.1810548881432026	-2.9942787015659666	-0.6778743995241276	-0.9358792367900088	-0.9792146827841475
4.437931034482759	-2.4635784022224194	-2.039253888792953	-2.657666361108671	-0.677827469641891	-0.9217605984403879	-0.9319238423264251
6.106896551724139	-2.258559769489331	-1.3989422317063063	-1.5716412139441303	-0.6752148842350272	-0.8382809682266296	-0.7630462978117547
7.775862068965518	-1.625993601315537	-0.39657391487643834	-0.09923586643772736	-0.6623059143508426	-0.7070228452451629	-0.5379181731382342
9.444827586206896	-0.7711328360457601	0.4610312941740374	1.073376944088275	-0.6409266414213629	-0.6135831982727719	-0.3776752549492753
11.113793103448277	-0.046444665772019667	0.9188795125239861	1.662593892380215	-0.6211155370061522	-0.5876902707161558	-0.32305612755701113
12.782758620689657	0.3875521206364577	1.012931852976022	1.7570723945887643	-0.6086139715149821	-0.6052121158130858	-0.3421797541472778
14.451724137931036	0.5716190630077431	0.8913254113152859	1.5706142623085801	-0.6009908415305483	-0.6305297559354496	-0.38745699674550027
16.120689655172416	0.6237173301023209	0.7341944399079631	1.3223805981278915	-0.594347015332818	-0.6395754201819196	-0.4180092619027922
17.789655172413795	0.6222534741663407	0.6555689565655768	1.15136752868374	-0.5873672752856763	-0.6210489112429631	-0.414291560023945
19.458620689655177	0.6007681517403688	0.6751278756832646	1.0991071955417242	-0.578106541505781	-0.5737869788253269	-0.3642036569181642
21.127586206896556	0.5899589737496181	0.7509834714114657	1.132057264039932	-0.5644671029746594	-0.5054705360827005	-0.2789074313472402
22.796551724137935	0.6048270498691246	0.8368890365159456	1.1795148893090381	-0.5428009758959842	-0.4212813741336316	-0.19279394109758294
24.465517241379317	0.6501239150048268	0.9096915248211106	1.1986079970218944	-0.5101776810330516	-0.3111865694550893	-0.11870829033511274
26.134482758620695	0.7223420768627424	0.9860198118166111	1.2280353848821917	-0.4729518135438751	-0.18706731628707188	-0.050291941255882634
27.803448275862074	0.7998588530933207	1.0873049212489978	1.287576753166767	-0.4439133537320492	-0.06736749854692702	0.026067198981519237
29.472413793103453	0.8656236864491209	1.1999988914273152	1.3740725208911664	-0.4276183444638443	0.04912619524555059	0.1165715098762467
31.14137931034483	0.9187947318879318	1.3001826198736421	1.458024266032463	-0.4194615916358788	0.16033100629533825	0.21714427396408875
32.81034482758621	0.9526586335582298	1.360363728289143	1.4927535724074068	-0.41444861831748564	0.24928261443845118	0.3081615624572709
34.47931034482759	0.9603954511263517	1.3461637585215036	1.4580045661567647	-0.4085429134502895	0.31137554289122427	0.3704136558582468
36.14827586206897	0.9455644783605398	1.2803930530036352	1.3952399043280994	-0.395897752664531	0.3458094465383539	0.39995346098139495
37.81724137931035	0.924096170849358	1.2108732947974021	1.3520745375168284	-0.3732765169303215	0.353410961895775	0.4103516842194297
39.48620689655173	0.9099753347704055	1.1724394208894864	1.3346892642295995	-0.3411643325327758	0.36807588628239807	0.4265412149946651
41.15517241379311	0.901434077515699	1.1617474437919832	1.323834663675892	-0.2969244566554266	0.42939055487475997	0.46003817693913623
42.82413793103449	0.8945892217586973	1.1432890470229593	1.2881667958120646	-0.24995897429140018	0.5067244929722939	0.5014079252933467
44.49310344827587	0.891145341452005	1.0727060167390519	1.2264183123452865	-0.22190415475328845	0.5619628719068154	0.5329788235170261
46.16206896551725	0.8753076850488423	0.9700550737421715	1.1522014074175373	-0.19679435179033378	0.609241892668861	0.5613785166021947
47.83103448275863	0.8382303823353133	0.8790788513264639	1.0450010536966572	-0.15067581776967198	0.6953249881022783	0.6117471149395999
49.50000000000001	0.8027290396156685	0.830885621636136	0.9383811212455022	-0.11456452886084635	0.7931970707370417	0.6658556546199699
51.16896551724139	0.7850839515873321	0.83318460937169	0.9046644838635002	-0.11129626171570536	0.8312448732794356	0.6832822972688787
